Main New Gloss Cat,Consultant,Main New Gloss,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Combined,Separate,Session,Scene,Start,End,Combined,Separate
,Brady,DIM,DIM_2,5,5,5-C,5-C,N,MOV,MOV,ASL_2011_06_08_Brady,34,3789,3817,MOV,MOV
DIMPLE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DIMPLE,DIMPLE,1,1,1,1,N,,MOV,ASL_2008_01_18,17,2297,2325,,MOV
,Naomi,DIMPLE,DIMPLE+,1,1,1,1,N,MOV,MOV,ASL_2008_08_06,17,3366,3395,MOV,MOV
,Brady,DIMPLE,DIMPLE,1,1,1,1,N,,MOV,ASL_2011_06_08_Brady,34,4869,4887,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,DIMPLE,(1h)DIMPLE,1,,1,,N,MOV,MOV,ASL_2008_05_12b,16,2415,2450,MOV,MOV
,Brady,DIMPLE,(1h)DIMPLE,1,,1,,N,,MOV,ASL_2011_06_08_Brady,34,4705,4733,,MOV
PIMPLES,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,PIMPLES,PIMPLES,1,1,1,1,N,MOV,MOV,ASL_2008_02_15,39,746,811,MOV,MOV
CANDY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,CANDY,CANDY+,1,,1,,N,,MOV,ASL_2008_01_11,63,1191,1220,,MOV
,Tyler,CANDY,CANDY+,1,,1,,N,,MOV,ASL_2008_05_12a,39,1830,1881,,MOV
,Naomi,CANDY,CANDY+,1,,1,,N,MOV,MOV,ASL_2008_08_04,40,3485,3512,MOV,MOV
,Brady,CANDY,CANDY,1,,1,,N,,MOV,ASL_2011_06_08_Brady,25,7403,7434,,MOV
,Lana,CANDY,CANDY,1,,1,,N,,MOV,ASL_2006_10_10,5,1034,1058,,MOV
DINNER,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DINNER,DINNER+,D,,D,,N,,MOV,ASL_2008_01_18,18,785,821,,MOV
,Naomi,DINNER,DINNER,D,,D,,N,MOV,MOV,ASL_2008_08_06,18,631,650,MOV,MOV
,Brady,DINNER,DINNER++,D,,D,,N,,MOV,ASL_2011_06_08_Brady,34,6408,6433,,MOV
EAT+NIGHT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,EAT+NIGHT,EAT+NIGHT,flat-O,B,bent-B-L,B,N,,MOV,ASL_2008_01_18,18,561,595,,MOV
,Tyler,EAT+NIGHT,EAT+NIGHT,flat-O,B,bent-B-L,B,N,,MOV,ASL_2008_05_12b,17,316,356,,MOV
,Naomi,EAT+NIGHT,EAT+NIGHT,flat-O,B,crvd-B,B,N,MOV,MOV,ASL_2008_08_06,18,387,419,MOV,MOV
,Brady,EAT+NIGHT,EAT++NIGHT,flat-O,Rlxd,bent-B-L,Rlxd,N,,MOV,ASL_2011_06_14_Brady,5,1610,1642,,MOV
,Lana,EAT+NIGHT,EAT+NIGHT+,O,B-L,bent-B-L,B-L,N,,MOV,ASL_2006_10_10,7,1160,1212,,MOV
,Dana,EAT+NIGHT,EAT+NIGHT,flat-O,Rlxd,bent-B-L,Rlxd,N,,MOV,ASL_2007_05_24,11,1215,1271,,MOV
DINOSAUR,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DINOSAUR,DINOSAUR++,flat-O,Rlxd,flat-O,Rlxd,Y,,MOV,ASL_2008_01_18,18,1082,1140,,MOV
,Tyler,DINOSAUR,DINOSAUR++,flat-O,Rlxd,flat-O,Rlxd,Y,MOV,MOV,ASL_2008_05_12b,17,972,1017,MOV,MOV
,Naomi,DINOSAUR,DINOSAUR+,flat-O,Rlxd,flat-O,Rlxd,Y,,MOV,ASL_2008_08_06,18,915,950,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Brady,DINOSAUR,(D)DINOSAUR,D,B-xd,D,B-xd,Y,MOV,MOV,ASL_2011_06_08_Brady,34,6712,6734,MOV,MOV
,Brady,DINOSAUR,(D)DINOSAUR,D,B,D,B,Y,,MOV,ASL_2011_06_14_Brady,10,475,503,,MOV
DIPLOMA,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DIPLOMA,DIPLOMA,F/9,F/9,F/9,F/9,N,,MOV,ASL_2008_01_18,18,1315,1345,,MOV
,Tyler,DIPLOMA,DIPLOMA,F/9,F/9,F/9,F/9,N,MOV,MOV,ASL_2008_05_12b,17,1285,1325,MOV,MOV
,Naomi,DIPLOMA,DIPLOMA,F/9,F/9,F/9,F/9,N,,MOV,ASL_2008_08_06,18,1130,1151,,MOV
,Brady,DIPLOMA,DIPLOMA,F/9,F/9,F/9,F/9,N,,MOV,ASL_2011_06_08_Brady,34,6977,6995,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,DIPLOMA,(O)DIPLOMA,O,O,O,O,N,,MOV,ASL_2008_01_18,18,1535,1567,,MOV
,Liz,DIPLOMA,(O)DIPLOMA,O,O,O,O,N,,MOV,ASL_2008_02_15,40,367,409,,MOV
,Tyler,DIPLOMA,(O)DIPLOMA,O,O,O,O,N,MOV,MOV,ASL_2008_05_12b,17,1500,1531,MOV,MOV
,Naomi,DIPLOMA,(O)DIPLOMA,O,O,O,O,N,,MOV,ASL_2008_08_06,18,1362,1387,,MOV
,Brady,DIPLOMA,(O)DIPLOMA,O,O,O,O,N,,MOV,ASL_2011_06_08_Brady,35,1671,1700,,MOV
DIRECT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DIRECT,DIRECT+,D,D,D,D,N,,MOV,ASL_2008_01_18,18,1772,1820,,MOV
,Tyler,DIRECT,DIRECT+,D,D,D,D,N,MOV,MOV,ASL_2008_05_12b,15,6800,6830,MOV,MOV
,Tyler,DIRECT,DIRECT+,D,D,D,D,N,,MOV,ASL_2008_05_12b,17,1720,1761,,MOV
,Naomi,DIRECT,DIRECT+,D,D,D,D,N,,MOV,ASL_2008_08_06,18,1650,1690,,MOV
EXPLAIN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,EXPLAIN,EXPLAIN+,F/9,F/9,F/9,F/9,N,,MOV,ASL_2008_01_18,36,2065,2110,,MOV
,Tyler,EXPLAIN,EXPLAIN+,F/9,F/9,F/9,F/9,N,,MOV,ASL_2008_05_29a,16,2289,2329,,MOV
,Naomi,EXPLAIN,EXPLAIN+,F/9,F/9,F/9,F/9,N,,MOV,ASL_2008_08_06,36,2530,2574,,MOV
,Brady,EXPLAIN,EXPLAIN++,F/9,F/9,F/9,F/9,N,MOV,MOV,ASL_2011_06_08_Brady,35,2105,2185,MOV,MOV
,Brady,EXPLAIN,EXPLAIN+,F/9,F/9,F/9,F/9,N,,MOV,ASL_2011_06_14_Brady,14,6663,6705,,MOV
,Lana,EXPLAIN,EXPLAIN++,F/9,F/9,F/9,F/9,N,,MOV,ASL_2006_10_10,9,1209,1264,,MOV
,Dana,EXPLAIN,EXPLAIN+,F/9,F/9,F/9,F/9,N,,MOV,ASL_2007_05_24,13,1274,1339,,MOV
MANAGE/CONTROL,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MANAGE/CONTROL,MANAGE/CONTROL+,X,X,X,X,N,,MOV,ASL_2008_02_01,57,1960,2005,,MOV
,Tyler,MANAGE/CONTROL,MANAGE/CONTROL++,X,X,X,X,N,,MOV,ASL_2008_06_10,9,2130,2167,,MOV
,Naomi,MANAGE/CONTROL,MANAGE/CONTROL+,X,X,X,X,N,MOV,MOV,ASL_2008_08_13_session2,12,2115,2166,MOV,MOV
,Brady,MANAGE/CONTROL,MANAGE/CONTROL+,X,X,X,X,N,,MOV,ASL_2011_06_08_Brady,34,1316,1343,,MOV
,Brady,MANAGE/CONTROL,MANAGE/CONTROL+,X,X,X,X,N,,MOV,ASL_2011_06_14_Brady,54,1209,1235,,MOV
DIRTY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DIRTY,DIRTY,5,,5,,N,,MOV,ASL_2008_01_18,18,2410,2470,,MOV
,Tyler,DIRTY,DIRTY,5,,5,,N,,MOV,ASL_2008_05_12b,17,2250,2290,,MOV
,Tyler,DIRTY,DIRTY,5,,5,,N,MOV,MOV,ASL_2008_05_12b,17,2711,2745,MOV,MOV
,Brady,DIRTY,DIRTY,5,,5,,N,,MOV,ASL_2011_06_08_Brady,35,3038,3061,,MOV
,Lana,DIRTY,DIRTY,5,,5,,N,,MOV,ASL_2006_10_10,7,394,427,,MOV
,Dana,DIRTY,DIRTY,5,,5,,N,,MOV,ASL_2007_05_24,11,419,460,,MOV
FILTHY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,FILTHY,FILTHY,S,,5,,N,,MOV,ASL_2008_01_18,41,1220,1240,,MOV
,Tyler,FILTHY,FILTHY,S,,5,,N,,MOV,ASL_2008_05_29a,21,850,870,,MOV
,Naomi,FILTHY,FILTHY,A,,5,,N,MOV,MOV,ASL_2008_08_06,18,2355,2380,MOV,MOV
,Naomi,FILTHY,FILTHY,S,,5,,N,,MOV,ASL_2008_08_06,41,772,795,,MOV
,Brady,FILTHY,FILTHY,S,,5,,N,,MOV,ASL_2011_06_14_Brady,18,1710,1732,,MOV
PIG,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,PIG,PIG++,B-L,,bent-B-L,,N,MOV,MOV,ASL_2008_02_15,38,3220,3252,MOV,MOV
,Brady,PIG,PIG,B-L,,bent-B-L,,N,,MOV,ASL_2011_07_19_Brady,32,3246,3278,,MOV
DISAGREE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,DISAGREE,DISAGREE,1,1,1,1,N,MOV,MOV,ASL_2008_05_12b,17,2982,3002,MOV,MOV
THINK+OPPOSITE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,THINK+OPPOSITE,THINK+OPPOSITE,1,1,1,1,N,,MOV,ASL_2008_01_18,19,215,265,,MOV
,Naomi,THINK+OPPOSITE,THINK+OPPOSITE,1,1,1,1,N,,MOV,ASL_2008_08_06,18,2589,2607,,MOV
,Brady,THINK+OPPOSITE,THINK+OPPOSITE,1,1,bent-1,1,N,MOV,MOV,ASL_2011_06_14_Brady,5,2126,2146,MOV,MOV
,Lana,THINK+OPPOSITE,THINK+OPPOSITE,1,,1,1,N,,MOV,ASL_2006_10_10,7,1423,1452,,MOV
,Dana,THINK+OPPOSITE,THINK+OPPOSITE,1,,1,1,N,,MOV,ASL_2007_05_24,11,1492,1540,,MOV
DISAPPEAR,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DISAPPEAR,DISAPPEAR,1,B-L,S,B-L,N,,MOV,ASL_2008_01_18,19,435,455,,MOV
,Tyler,DISAPPEAR,DISAPPEAR,1,B-L,S,B-L,N,,MOV,ASL_2008_05_12b,18,247,277,,MOV
,Naomi,DISAPPEAR,DISAPPEAR,L,5,10,5,N,MOV,MOV,ASL_2008_08_06,19,180,205,MOV,MOV
,Brady,DISAPPEAR,DISAPPEAR,1,B-L,S,B-L,N,,MOV,ASL_2011_06_08_Brady,35,3461,3483,,MOV
,Lana,DISAPPEAR,DISAPPEAR,1,B-L,S,B-L,N,,MOV,ASL_2006_10_10,7,1567,1580,,MOV
POP-UP,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,POP-UP,POP-UP,1,5,1,5,N,,MOV,ASL_2008_01_11,16,635,665,,MOV
,Tyler,POP-UP,POP-UP,1,5,1,5,N,MOV,MOV,ASL_2008_05_12a,12,1715,1745,MOV,MOV
,Naomi,POP-UP,POP-UP,1,5,1,5,N,,MOV,ASL_2008_08_04,12,975,1000,,MOV
,Brady,POP-UP,POP-UP,1,5,1,5,N,,MOV,ASL_2011_06_08_Brady,12,5880,5898,,MOV
ESCAPE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ESCAPE,ESCAPE,1,B-L,1,B-L,N,,MOV,ASL_2008_01_18,33,700,720,,MOV
,Tyler,ESCAPE,ESCAPE,1,B-L,1,B-L,N,MOV,MOV,ASL_2008_05_29a,13,1571,1595,MOV,MOV
,Naomi,ESCAPE,ESCAPE,1,5,1,5,N,,MOV,ASL_2008_08_06,33,455,472,,MOV
,Brady,ESCAPE,ESCAPE,1,5,1,5,N,,MOV,ASL_2011_06_14_Brady,12,8015,8033,,MOV
DISAPPOINT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2008_01_18,19,632,670,,MOV
,Liz,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2008_02_15,6,4488,4535,,MOV
,Tyler,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2008_05_12b,18,450,487,,MOV
,Tyler,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2008_06_10,16,2385,2412,,MOV
,Naomi,DISAPPOINT,DISAPPOINT,bent-1,,bent-1,,N,MOV,MOV,ASL_2008_08_06,19,520,542,MOV,MOV
,Brady,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2011_06_08_Brady,35,3695,3724,,MOV
,Brady,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2011_06_14_Brady,18,5272,5297,,MOV
,Brady,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2011_07_19_Brady,3,2589,2612,,MOV
,Lana,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2006_10_10,18,2428,2433,,MOV
,Dana,DISAPPOINT,DISAPPOINT,1,,1,,N,,MOV,ASL_2007_05_24,20,2386,2421,,MOV
SERIOUS,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,SERIOUS,SERIOUS,1,,1,,N,MOV,MOV,ASL_2008_02_29,39,2255,2295,MOV,MOV
,Brady,SERIOUS,SERIOUS,1,,1,,N,,MOV,ASL_2011_07_19_Brady,92,155,179,,MOV
CHIN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,CHIN,CHIN,1,,1,,N,,MOV,ASL_2008_01_11,75,255,275,,MOV
,Naomi,CHIN,CHIN,1,,1,,N,MOV,MOV,ASL_2008_08_04,47,1950,1977,MOV,MOV
,Brady,CHIN,CHIN,1,,1,,N,,MOV,ASL_2011_06_08_Brady,27,8721,8745,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,CHIN,CHIN_2,1,,1,,N,MOV,MOV,ASL_2008_05_12a,45,2050,2100,MOV,MOV
BITTER,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,BITTER,BITTER,1,,1,,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,24,2185,2245,MOV,MOV
,Brady,BITTER,BITTER,1,,1,,N,,MOV,ASL_2011_06_08_Brady,21,8881,8908,,MOV
DISCIPLINE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DISCIPLINE,DISCIPLINE,D,flat-B,D,flat-B,N,MOV,MOV,ASL_2008_01_18,19,880,925,MOV,MOV
,Naomi,DISCIPLINE,DISCIPLINE,D,flat-B,D,flat-B,N,,MOV,ASL_2008_08_06,19,1100,1130,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,DISCIPLINE,(nd-1)DISCIPLINE++,D,1,D,1,N,MOV,MOV,ASL_2008_05_12b,18,750,791,MOV,MOV
,Brady,DISCIPLINE,(nd-1)DISCIPLINE,D,1,D,1,N,,MOV,ASL_2011_06_08_Brady,35,3900,3926,,MOV
DISGUST,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DISGUST,DISGUST+,5,,5-C,,N,,MOV,ASL_2008_01_18,19,2065,2150,,MOV
,Liz,DISGUST,DISGUST+,5-C,,5-C,,N,,MOV,ASL_2008_02_29,31,1084,1175,,MOV
,Tyler,DISGUST,DISGUST++,5-C,,5-C,,N,MOV,MOV,ASL_2008_05_12b,18,1985,2036,MOV,MOV
,Naomi,DISGUST,DISGUST+,5-C-L,,5-C-L,,N,,MOV,ASL_2008_08_06,19,2345,2380,,MOV
,Brady,DISGUST,DISGUST++,5,,5-C,,N,,MOV,ASL_2011_06_08_Brady,35,5269,5335,,MOV
,Brady,DISGUST,DISGUST+,5-C,,5-C,,N,,MOV,ASL_2011_07_19_Brady,82,1406,1468,,MOV
EXCUSE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,EXCUSE,EXCUSE,bent-B,flat-B,bent-B,B-L,N,,MOV,ASL_2008_01_18,35,2310,2340,,MOV
,Liz,EXCUSE,EXCUSE,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_01_18,36,287,332,,MOV
,Liz,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_01_18,47,2370,2420,,MOV
,Liz,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_01_18,48,160,200,,MOV
,Tyler,EXCUSE,EXCUSE,crvd-flat-B,B-L,crvd-flat-B,B-L,N,,MOV,ASL_2008_05_29a,15,2920,2957,,MOV
,Tyler,EXCUSE,EXCUSE,crvd-B,B-L,crvd-B,B-L,N,,MOV,ASL_2008_05_29a,15,3210,3236,,MOV
,Naomi,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_08_06,35,2080,2101,,MOV
,Naomi,EXCUSE,EXCUSE,bent-B-L,B-L,bent-B-L,B-L,N,MOV,MOV,ASL_2008_08_06,35,2345,2372,MOV,MOV
,Naomi,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_08_06,47,2685,2715,,MOV
,Naomi,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_08_06,47,2975,3010,,MOV
,Brady,EXCUSE,EXCUSE,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2011_06_08_Brady,36,2175,2195,,MOV
,Brady,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2011_06_14_Brady,14,4180,4202,,MOV
,Brady,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2011_06_14_Brady,21,7561,7588,,MOV
,Brady,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2011_06_14_Brady,21,7810,7836,,MOV
,Lana,EXCUSE,EXCUSE,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2006_10_10,9,482,513,,MOV
,Dana,EXCUSE,EXCUSE,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2007_05_24,13,479,542,,MOV
DISMISS,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DISMISS,DISMISS,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_01_18,19,2267,2295,,MOV
,Liz,DISMISS,DISMISS,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_02_01,44,2197,2240,,MOV
,Tyler,DISMISS,DISMISS,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_05_12b,18,2320,2346,,MOV
,Tyler,DISMISS,DISMISS,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_05_29a,27,2575,2605,,MOV
,Tyler,DISMISS,DISMISS,B,B-L,B,B-L,N,MOV,MOV,ASL_2008_05_29b,17,2241,2267,MOV,MOV
,Naomi,DISMISS,DISMISS,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_08_06,19,2581,2615,,MOV
,Naomi,DISMISS,DISMISS,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2008_08_13,37,4347,4377,,MOV
,Brady,DISMISS,DISMISS,bent-B-L,flat-B,bent-B-L,flat-B,N,,MOV,ASL_2011_06_14_Brady,47,2986,3003,,MOV
,Dana,DISMISS,DISMISS,B-L,B-L,B-L,B-L,N,,MOV,ASL_2007_05_24,18,2484,2516,,MOV
PROTEST,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,PROTEST,PROTEST,S,,S,,N,,MOV,ASL_2008_01_18,20,382,412,,MOV
,Liz,PROTEST,PROTEST,S,,S,,N,,MOV,ASL_2008_02_29,49,1877,1930,,MOV
,Tyler,PROTEST,PROTEST,S,,S,,N,MOV,MOV,ASL_2008_05_12b,18,2632,2665,MOV,MOV
,Naomi,PROTEST,PROTEST,S,,S,,N,,MOV,ASL_2008_08_06,19,2955,2975,,MOV
,Brady,PROTEST,PROTEST,S,,S,,N,,MOV,ASL_2011_06_08_Brady,36,2461,2480,,MOV
,Brady,PROTEST,PROTEST,S,,S,,N,,MOV,ASL_2011_07_19_Brady,100,3147,3167,,MOV
DISTRIBUTE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DISTRIBUTE,DISTRIBUTE,flat-O,flat-O,crvd-5,crvd-5,N,,MOV,ASL_2008_01_18,20,565,586,,MOV
,Naomi,DISTRIBUTE,DISTRIBUTE,flat-O,flat-O,5,5,N,MOV,MOV,ASL_2008_08_06,20,151,180,MOV,MOV
,Brady,DISTRIBUTE,DISTRIBUTE,flat-O,flat-O,5,5,N,,MOV,ASL_2011_06_08_Brady,36,2755,2780,,MOV
DIVE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DIVE,DIVE,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_01_18,20,1321,1355,,MOV
,Tyler,DIVE,DIVE,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_05_12b,19,1205,1240,MOV,MOV
,Brady,DIVE,DIVE,B-L,B-L,B-L,B-L,N,,MOV,ASL_2011_06_08_Brady,36,3847,3871,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Naomi,DIVE,DIVE_2,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_08_06,20,1050,1080,MOV,MOV
DIVE-OFF-BOARD,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,DIVE-OFF-BOARD,DIVE-OFF-BOARD,U/H,B,U/H,B,N,,MOV,ASL_2008_01_18,20,1551,1596,,MOV
,Tyler,DIVE-OFF-BOARD,DIVE-OFF-BOARD,U/H,B,U/H,B,N,MOV,MOV,ASL_2008_05_12b,19,1445,1481,MOV,MOV
,Naomi,DIVE-OFF-BOARD,DIVE-OFF-BOARD,U/H,B-L,U/H,B-L,N,,MOV,ASL_2008_08_06,20,1295,1325,,MOV
