consultant,gloss,gloss_variant,session,scene,start,end
Brady,OBSCURE,OBSCURE,ASL_2011_06_08_Brady,31,1500,1523
Brady,OBSCURE,OBSCURE,ASL_2011_06_08_Brady,31,2035,2053
Liz,DARTS,DARTS,ASL_2008_01_18,12,815,845
Tyler,DARTS,DARTS,ASL_2008_05_12b,12,615,635
Naomi,DARTS,DARTS,ASL_2008_08_06,12,582,610
Brady,DARTS,DARTS,ASL_2011_06_08_Brady,32,6938,6959
Liz,DASH-LINES,DASH-LINES,ASL_2008_01_18,12,1130,1200
Naomi,DASH-LINES,DASH-LINES,ASL_2008_08_06,12,1045,1135
Brady,DASH-LINES,DASH-LINES,ASL_2011_06_08_Brady,32,7372,7426
Liz,DATE/DESSERT,DATE/DESSERT+,ASL_2008_01_18,12,1377,1415
Liz,DATE/DESSERT,DATE/DESSERT+,ASL_2008_01_18,15,1495,1528
Liz,DATE/DESSERT,DATE/DESSERT+,ASL_2010_08_10_Liz_additional_lexicon_signs,12,1440,1505
Tyler,DATE/DESSERT,DATE/DESSERT++,ASL_2008_05_12b,12,1760,1805
Tyler,DATE/DESSERT,DATE/DESSERT+++,ASL_2008_05_12b,15,1325,1365
Naomi,DATE/DESSERT,DATE/DESSERT+,ASL_2008_08_06,12,1355,1386
Naomi,DATE/DESSERT,DATE/DESSERT+,ASL_2008_08_06,15,1651,1685
Brady,DATE/DESSERT,DATE/DESSERT++,ASL_2011_06_08_Brady,32,7663,7687
Brady,DATE/DESSERT,DATE/DESSERT++,ASL_2011_06_08_Brady,33,7318,7340
Brady,DATE/DESSERT,DATE/DESSERT+,ASL_2011_06_08_Brady,33,7716,7734
Liz,DAUGHTER,DAUGHTER,ASL_2008_01_18,12,1660,1681
Brady,DAUGHTER,DAUGHTER,ASL_2011_06_08_Brady,32,7872,7887
Lana,DAUGHTER,DAUGHTER,ASL_2006_10_10,6,2750,2767
Dana,DAUGHTER,DAUGHTER,ASL_2007_05_24,10,3110,3151
Liz,GIRL+BABY_2,GIRL+BABY_2,ASL_2008_01_18,12,1886,1918
Tyler,GIRL+BABY_2,GIRL+BABY_2,ASL_2008_05_12b,12,1966,2004
Naomi,GIRL+BABY_2,GIRL+BABY,ASL_2008_08_06,12,2028,2060
Tyler,DAY,DAY,ASL_2008_05_12b,12,2430,2460
Naomi,DAY,DAY,ASL_2008_08_06,12,2295,2317
Lana,DAY,DAY,ASL_2006_09_26,61,1097,1127
Liz,DAY,(D)DAY,ASL_2008_01_18,12,2125,2160
Brady,DAY,(D)DAY,ASL_2011_06_08_Brady,32,8367,8384
Tyler,COLLAPSE,COLLAPSE,ASL_2008_05_12a,49,2037,2080
Brady,COLLAPSE,COLLAPSE,ASL_2011_06_08_Brady,28,14042,14074
Liz,DEAF,DEAF,ASL_2008_01_18,12,2336,2365
Tyler,DEAF,DEAF,ASL_2008_05_12b,12,2630,2655
Naomi,DEAF,DEAF,ASL_2008_08_06,12,2520,2545
Brady,DEAF,DEAF,ASL_2011_06_08_Brady,32,8589,8615
Brady,DEAF,DEAF,ASL_2011_06_14_Brady,3,11563,11583
Lana,DEAF,DEAF,ASL_2006_10_10,6,1950,1967
Dana,DEAF,DEAF,ASL_2007_05_24,10,2264,2318
Liz,DISCUSS,DISCUSS+,ASL_2008_01_18,13,251,290
Liz,DISCUSS,DISCUSS++,ASL_2008_01_18,19,1840,1885
Tyler,DISCUSS,DISCUSS++,ASL_2008_05_12b,18,1760,1805
Naomi,DISCUSS,DISCUSS+,ASL_2008_08_06,12,3020,3055
Naomi,DISCUSS,DISCUSS++,ASL_2008_08_06,19,2110,2151
Brady,DISCUSS,DISCUSS+++,ASL_2011_06_08_Brady,32,9757,9809
Brady,DISCUSS,DISCUSS+++,ASL_2011_06_08_Brady,35,5059,5103
Lana,DISCUSS,DISCUSS+,ASL_2006_10_10,7,1824,1850
Tyler,DISCUSS,DISCUSS-INTENSELY+,ASL_2008_05_12b,12,3185,3236
Dana,DISCUSS,DISCUSS-INTENSELY+,ASL_2007_05_24,11,1953,2041
Liz,DECIDE,DECIDE,ASL_2008_01_18,13,1015,1045
Liz,DECIDE,DECIDE,ASL_2008_01_18,13,1407,1425
Tyler,DECIDE,DECIDE,ASL_2008_05_12b,13,1102,1130
Naomi,DECIDE,DECIDE,ASL_2008_08_06,13,995,1020
Naomi,DECIDE,DECIDE,ASL_2008_08_06,13,1461,1485
Brady,DECIDE,DECIDE,ASL_2011_06_08_Brady,32,10973,10995
Brady,DECIDE,DECIDE,ASL_2011_07_22_Brady,41,1570,1588
Lana,DECIDE,DECIDE,ASL_2006_01_20,22,1045,1078
Liz,COURT,COURT,ASL_2008_01_18,7,311,367
Liz,COURT,COURT,ASL_2008_02_01,38,585,640
Tyler,COURT,COURT,ASL_2008_05_12b,6,3125,3175
Naomi,COURT,COURT,ASL_2008_08_06,6,2845,2905
Naomi,COURT,COURT,ASL_2008_08_13,32,373,427
Brady,COURT,COURT,ASL_2011_06_08_Brady,30,11641,11685
Brady,COURT,COURT,ASL_2011_06_14_Brady,43,8134,8167
Lana,COURT,COURT,ASL_2006_10_10,6,1555,1600
Dana,COURT,COURT,ASL_2007_05_24,10,1834,1902
Liz,DECORATE,DECORATE,ASL_2008_01_18,13,1650,1716
Tyler,DECORATE,DECORATE,ASL_2008_05_12b,13,1680,1730
Naomi,DECORATE,DECORATE,ASL_2008_08_06,13,1767,1850
Brady,DECORATE,DECORATE,ASL_2011_06_08_Brady,32,11438,11475
Liz,DEER,DEER+,ASL_2008_01_18,13,2130,2180
Naomi,DEER,DEER+,ASL_2008_08_06,13,2395,2420
Tyler,MOOSE,MOOSE,ASL_2008_05_12b,13,2230,2265
Brady,MOOSE,MOOSE,ASL_2011_06_08_Brady,32,12387,12407
Liz,COW,COW,ASL_2008_01_18,7,2715,2740
Tyler,COW,COW,ASL_2008_05_12b,7,2645,2675
Naomi,COW,COW,ASL_2008_08_06,7,2485,2511
Brady,COW,(1h)COW,ASL_2011_06_08_Brady,31,2300,2321
Lana,COW,(1h)COW,ASL_2006_10_10,6,1040,1066
Dana,COW,(1h)COW,ASL_2007_05_24,10,1236,1277
Liz,HORSE,HORSE++,ASL_2008_02_01,24,1905,1931
Naomi,HORSE,HORSE++,ASL_2008_08_13,20,6725,6750
Brady,HORSE,HORSE++,ASL_2011_06_14_Brady,35,5071,5096
Tyler,HORSE,(2h)HORSE+++,ASL_2008_05_29a,52,3076,3117
Liz,DEVIL/MISCHIEVOUS,DEVIL/MISCHIEVOUS+,ASL_2008_01_18,16,1655,1695
Naomi,DEVIL/MISCHIEVOUS,DEVIL/MISCHIEVOUS+,ASL_2008_08_06,16,2166,2201
Brady,DEVIL/MISCHIEVOUS,DEVIL/MISCHIEVOUS++,ASL_2011_06_08_Brady,33,11272,11308
Lana,DEVIL/MISCHIEVOUS,DEVIL/MISCHIEVOUS+,ASL_2006_10_10,18,2044,2070
Dana,DEVIL/MISCHIEVOUS,DEVIL/MISCHIEVOUS+,ASL_2007_05_24,20,1964,2026
Liz,DEVIL/MISCHIEVOUS,(2h)DEVIL/MISCHIEVOUS+,ASL_2008_02_15,6,1527,1571
Tyler,DEVIL/MISCHIEVOUS,(2h)DEVIL/MISCHIEVOUS++,ASL_2008_05_12b,15,4715,4751
Tyler,DEVIL/MISCHIEVOUS,(2h)DEVIL/MISCHIEVOUS+,ASL_2008_06_10,16,1050,1073
Brady,DEVIL/MISCHIEVOUS,(2h)DEVIL/MISCHIEVOUS++,ASL_2011_07_22_Brady,47,1989,2043
Brady,DEVIL/MISCHIEVOUS,(2h)DEVIL/MISCHIEVOUS++,ASL_2011_07_22_Brady,48,121,185
Liz,DEVIL/MISCHIEVOUS,(2h)MISCHIEVOUS+,ASL_2008_02_15,6,1050,1097
Brady,DEVIL/MISCHIEVOUS,(2h)MISCHIEVOUS++,ASL_2011_07_19_Brady,3,1801,1843
Liz,STUBBORN,STUBBORN,ASL_2008_02_29,50,1287,1322
Brady,STUBBORN,STUBBORN,ASL_2011_07_19_Brady,101,2510,2525
Brady,DONKEY,DONKEY++,ASL_2011_06_08_Brady,37,2548,2594
Tyler,DONKEY,(2h)DONKEY++,ASL_2008_05_29a,1,6251,6298
Liz,BISON/BUFFALO,BISON/BUFFALO,ASL_2008_01_11,43,1650,1680
Tyler,BISON/BUFFALO,BISON/BUFFALO,ASL_2008_05_12a,27,3740,3767
Naomi,BISON/BUFFALO,BISON/BUFFALO,ASL_2008_08_04,28,3987,4012
Brady,BISON/BUFFALO,BISON/BUFFALO,ASL_2011_06_08_Brady,21,8305,8331
Liz,TIGER,TIGER+,ASL_2008_03_28,18,1155,1200
Liz,LION,LION,ASL_2008_02_01,50,2760,2805
Tyler,LION,LION,ASL_2008_06_10,2,2385,2420
Naomi,LION,LION,ASL_2008_08_13_session2,5,2105,2130
Brady,LION,LION,ASL_2011_06_14_Brady,50,1079,1112
Liz,DEFEND,DEFEND+,ASL_2008_01_18,13,2331,2362
Tyler,DEFEND,DEFEND+,ASL_2008_05_12b,13,2465,2490
Brady,DEFEND,DEFEND++,ASL_2011_06_08_Brady,32,11925,11960
Brady,DEFEND,DEFEND+,ASL_2011_07_19_Brady,45,921,944
Liz,DEFEND,DEFEND_2+,ASL_2008_02_15,50,2265,2300
Naomi,DEFEND,DEFEND_2,ASL_2008_08_06,13,2660,2675
Liz,BIND/TIE-UP,BIND/TIE-UP,ASL_2008_01_11,42,1644,1686
Tyler,HUG,HUG,ASL_2008_05_29b,1,3251,3276
Naomi,HUG,HUG,ASL_2008_08_13,21,6923,6967
Brady,HUG,HUG,ASL_2011_06_14_Brady,37,6232,6266
Liz,HUG,HUG_2,ASL_2008_02_01,26,321,365
Liz,PREVENT,PREVENT,ASL_2008_02_15,48,265,307
Brady,PREVENT,PREVENT,ASL_2011_07_19_Brady,42,540,556
Brady,PREVENT,PREVENT,ASL_2011_07_22_Brady,50,799,823
Liz,REQUIRE,REQUIRE,ASL_2008_01_18,14,742,765
Tyler,REQUIRE,REQUIRE,ASL_2008_05_12b,14,530,555
Naomi,REQUIRE,REQUIRE,ASL_2008_08_06,14,432,455
Liz,DEMOCRAT,DEMOCRAT,ASL_2008_01_18,14,1145,1187
Tyler,DEMOCRAT,DEMOCRAT,ASL_2008_05_12b,14,885,941
Naomi,DEMOCRAT,DEMOCRAT,ASL_2008_08_06,14,735,755
Brady,DEMOCRAT,DEMOCRAT,ASL_2011_06_08_Brady,32,14887,14919
Liz,REPUBLICAN,REPUBLICAN,ASL_2008_02_29,12,175,225
Brady,REPUBLICAN,REPUBLICAN,ASL_2011_07_19_Brady,56,3683,3717
Liz,SHOW,SHOW+,ASL_2008_01_18,14,1395,1430
Tyler,SHOW,SHOW++,ASL_2008_05_12b,14,1135,1171
Tyler,SHOW,SHOW+++,ASL_2008_06_10,17,2382,2420
Naomi,SHOW,SHOW+,ASL_2008_08_06,14,1115,1140
Brady,SHOW,SHOW++,ASL_2011_06_08_Brady,32,15127,15156
Brady,SHOW,SHOW,ASL_2011_07_19_Brady,56,1429,1447
Brady,SHOW,SHOW-1p,ASL_2011_06_08_Brady,32,14634,14657
Liz,SHOW,SHOW-2p,ASL_2008_02_29,11,1820,1859
Liz,SHOW,SHOW-2p,ASL_2008_02_29,30,2112,2152
Brady,SHOW,SHOW-2p,ASL_2011_07_19_Brady,81,2460,2480
Brady,SHOW,SHOW-2p,ASL_2011_07_22_Brady,51,500,520
Liz,SHOW,(M)SHOW,ASL_2008_02_15,7,3455,3505
Liz,SHOW,(R)SHOW,ASL_2008_02_29,11,2050,2095
Liz,ns-nat-DENMARK,ns-nat-DENMARK,ASL_2008_01_18,14,1595,1647
Tyler,ns-nat-DENMARK,ns-nat-DENMARK,ASL_2008_05_12b,14,1427,1470
Naomi,ns-nat-DENMARK,ns-nat-DENMARK,ASL_2008_08_06,14,1447,1475
Brady,ns-nat-DENMARK,ns-nat-DENMARK,ASL_2011_06_08_Brady,32,15352,15394
Liz,DEPEND,DEPEND,ASL_2008_01_18,14,2427,2451
Liz,DEPEND,DEPEND+,ASL_2008_01_18,15,255,295
Tyler,DEPEND,DEPEND+,ASL_2008_05_12b,14,3261,3300
Tyler,DEPEND,DEPEND+,ASL_2008_05_12b,14,3506,3535
Naomi,DEPEND,DEPEND+,ASL_2008_08_06,14,3800,3830
Brady,DEPEND,DEPEND+,ASL_2011_06_08_Brady,33,1326,1360
Liz,DEPOSIT,DEPOSIT,ASL_2008_01_18,15,457,485
Liz,DEPOSIT,DEPOSIT,ASL_2010_08_10_Liz_additional_lexicon_signs,15,2265,2315
Tyler,DEPOSIT,DEPOSIT,ASL_2008_05_12b,14,3747,3777
Naomi,DEPOSIT,DEPOSIT,ASL_2008_08_06,14,4401,4420
Brady,DEPOSIT,DEPOSIT,ASL_2011_06_08_Brady,33,4160,4176
Lana,DEPOSIT,DEPOSIT,ASL_2006_10_10,7,514,528
Dana,DEPOSIT,DEPOSIT,ASL_2007_05_24,11,542,586
Tyler,DESTROY,DESTROY,ASL_2008_05_12b,15,1540,1585
Naomi,DESTROY,DESTROY,ASL_2008_08_06,15,1910,1955
Brady,DESTROY,DESTROY,ASL_2011_06_08_Brady,33,7992,8019
Lana,DESTROY,DESTROY,ASL_2006_10_10,7,886,917
Dana,DESTROY,DESTROY,ASL_2007_05_24,11,937,981
Liz,ns-DETROIT,ns-DETROIT,ASL_2008_01_18,16,1010,1050
Tyler,ns-DETROIT,ns-DETROIT,ASL_2008_05_12b,15,4026,4050
Naomi,ns-DETROIT,ns-DETROIT,ASL_2008_08_06,16,1215,1235
Brady,ns-DETROIT,ns-DETROIT,ASL_2011_06_08_Brady,33,9889,9914
Lana,ns-DETROIT,ns-DETROIT,ASL_2006_10_10,6,2624,2648
Dana,ns-DETROIT,ns-DETROIT,ASL_2007_05_24,10,2968,3016
Liz,DEVELOP,DEVELOP,ASL_2008_01_18,16,1450,1486
Liz,DEVELOP,DEVELOP,ASL_2008_02_29,30,1338,1380
Tyler,DEVELOP,DEVELOP,ASL_2008_05_12b,15,4510,4535
Naomi,DEVELOP,DEVELOP,ASL_2008_08_06,16,1637,1655
Naomi,DEVELOP,DEVELOP,ASL_2008_08_06,16,1890,1910
Brady,DEVELOP,DEVELOP,ASL_2011_06_08_Brady,33,10147,10168
Brady,DEVELOP,DEVELOP,ASL_2011_06_08_Brady,33,10724,10744
Brady,DEVELOP,DEVELOP,ASL_2011_07_19_Brady,81,1637,1660
Liz,DEVELOP,(D)DEVELOP,ASL_2008_01_18,16,1240,1260
Tyler,DEVELOP,(D)DEVELOP,ASL_2008_05_12b,15,4280,4320
Naomi,DIAL-ROTARY,DIAL-ROTARY,ASL_2008_08_06,16,3855,3875
Liz,DIALOG,DIALOG++,ASL_2008_01_18,16,3336,3395
Tyler,DIALOG,DIALOG++,ASL_2008_05_12b,15,6511,6550
Naomi,DIALOG,DIALOG++,ASL_2008_08_06,16,4280,4335
Brady,DIALOG,DIALOG++,ASL_2011_06_08_Brady,34,554,584
Liz,INTERVIEW,INTERVIEW++,ASL_2008_02_01,34,1865,1925
Tyler,INTERVIEW,INTERVIEW++,ASL_2008_05_29b,8,1255,1292
Naomi,INTERVIEW,INTERVIEW+,ASL_2008_08_13,28,1615,1650
Brady,INTERVIEW,INTERVIEW+,ASL_2011_06_14_Brady,41,2677,2710
Liz,DIE,DIE,ASL_2008_01_18,17,720,755
Tyler,DIE,DIE,ASL_2008_05_12b,16,580,615
Naomi,DIE,DIE,ASL_2008_08_06,17,510,542
Brady,DIE,DIE,ASL_2011_06_08_Brady,34,2428,2446
Liz,DIM,DIM,ASL_2008_01_18,17,1775,1820
Tyler,DIM,DIM,ASL_2008_05_12b,16,1950,1980
Naomi,DIM,DIM,ASL_2008_08_06,17,2480,2516
Brady,DIM,DIM_2,ASL_2011_06_08_Brady,34,3789,3817
Liz,DIMPLE,DIMPLE,ASL_2008_01_18,17,2297,2325
Naomi,DIMPLE,DIMPLE+,ASL_2008_08_06,17,3366,3395
Brady,DIMPLE,DIMPLE,ASL_2011_06_08_Brady,34,4869,4887
Tyler,DIMPLE,(1h)DIMPLE,ASL_2008_05_12b,16,2415,2450
Brady,DIMPLE,(1h)DIMPLE,ASL_2011_06_08_Brady,34,4705,4733
Liz,PIMPLES,PIMPLES,ASL_2008_02_15,39,746,811
Liz,CANDY,CANDY+,ASL_2008_01_11,63,1191,1220
Tyler,CANDY,CANDY+,ASL_2008_05_12a,39,1830,1881
Naomi,CANDY,CANDY+,ASL_2008_08_04,40,3485,3512
Brady,CANDY,CANDY,ASL_2011_06_08_Brady,25,7403,7434
Lana,CANDY,CANDY,ASL_2006_10_10,5,1034,1058
Liz,DINNER,DINNER+,ASL_2008_01_18,18,785,821
Naomi,DINNER,DINNER,ASL_2008_08_06,18,631,650
Brady,DINNER,DINNER++,ASL_2011_06_08_Brady,34,6408,6433
Liz,EAT+NIGHT,EAT+NIGHT,ASL_2008_01_18,18,561,595
Tyler,EAT+NIGHT,EAT+NIGHT,ASL_2008_05_12b,17,316,356
Naomi,EAT+NIGHT,EAT+NIGHT,ASL_2008_08_06,18,387,419
Brady,EAT+NIGHT,EAT++NIGHT,ASL_2011_06_14_Brady,5,1610,1642
Lana,EAT+NIGHT,EAT+NIGHT+,ASL_2006_10_10,7,1160,1212
Dana,EAT+NIGHT,EAT+NIGHT,ASL_2007_05_24,11,1215,1271
Liz,DINOSAUR,DINOSAUR++,ASL_2008_01_18,18,1082,1140
Tyler,DINOSAUR,DINOSAUR++,ASL_2008_05_12b,17,972,1017
Naomi,DINOSAUR,DINOSAUR+,ASL_2008_08_06,18,915,950
Brady,DINOSAUR,(D)DINOSAUR,ASL_2011_06_08_Brady,34,6712,6734
Brady,DINOSAUR,(D)DINOSAUR,ASL_2011_06_14_Brady,10,475,503
Liz,DIPLOMA,DIPLOMA,ASL_2008_01_18,18,1315,1345
Tyler,DIPLOMA,DIPLOMA,ASL_2008_05_12b,17,1285,1325
Naomi,DIPLOMA,DIPLOMA,ASL_2008_08_06,18,1130,1151
Brady,DIPLOMA,DIPLOMA,ASL_2011_06_08_Brady,34,6977,6995
Liz,DIPLOMA,(O)DIPLOMA,ASL_2008_01_18,18,1535,1567
Liz,DIPLOMA,(O)DIPLOMA,ASL_2008_02_15,40,367,409
Tyler,DIPLOMA,(O)DIPLOMA,ASL_2008_05_12b,17,1500,1531
Naomi,DIPLOMA,(O)DIPLOMA,ASL_2008_08_06,18,1362,1387
Brady,DIPLOMA,(O)DIPLOMA,ASL_2011_06_08_Brady,35,1671,1700
Liz,DIRECT,DIRECT+,ASL_2008_01_18,18,1772,1820
Tyler,DIRECT,DIRECT+,ASL_2008_05_12b,15,6800,6830
Tyler,DIRECT,DIRECT+,ASL_2008_05_12b,17,1720,1761
Naomi,DIRECT,DIRECT+,ASL_2008_08_06,18,1650,1690
Liz,EXPLAIN,EXPLAIN+,ASL_2008_01_18,36,2065,2110
Tyler,EXPLAIN,EXPLAIN+,ASL_2008_05_29a,16,2289,2329
Naomi,EXPLAIN,EXPLAIN+,ASL_2008_08_06,36,2530,2574
Brady,EXPLAIN,EXPLAIN++,ASL_2011_06_08_Brady,35,2105,2185
Brady,EXPLAIN,EXPLAIN+,ASL_2011_06_14_Brady,14,6663,6705
Lana,EXPLAIN,EXPLAIN++,ASL_2006_10_10,9,1209,1264
Dana,EXPLAIN,EXPLAIN+,ASL_2007_05_24,13,1274,1339
Liz,MANAGE/CONTROL,MANAGE/CONTROL+,ASL_2008_02_01,57,1960,2005
Tyler,MANAGE/CONTROL,MANAGE/CONTROL++,ASL_2008_06_10,9,2130,2167
Naomi,MANAGE/CONTROL,MANAGE/CONTROL+,ASL_2008_08_13_session2,12,2115,2166
Brady,MANAGE/CONTROL,MANAGE/CONTROL+,ASL_2011_06_08_Brady,34,1316,1343
Brady,MANAGE/CONTROL,MANAGE/CONTROL+,ASL_2011_06_14_Brady,54,1209,1235
Liz,DIRTY,DIRTY,ASL_2008_01_18,18,2410,2470
Tyler,DIRTY,DIRTY,ASL_2008_05_12b,17,2250,2290
Tyler,DIRTY,DIRTY,ASL_2008_05_12b,17,2711,2745
Brady,DIRTY,DIRTY,ASL_2011_06_08_Brady,35,3038,3061
Lana,DIRTY,DIRTY,ASL_2006_10_10,7,394,427
Dana,DIRTY,DIRTY,ASL_2007_05_24,11,419,460
Liz,FILTHY,FILTHY,ASL_2008_01_18,41,1220,1240
Tyler,FILTHY,FILTHY,ASL_2008_05_29a,21,850,870
Naomi,FILTHY,FILTHY,ASL_2008_08_06,18,2355,2380
Naomi,FILTHY,FILTHY,ASL_2008_08_06,41,772,795
Brady,FILTHY,FILTHY,ASL_2011_06_14_Brady,18,1710,1732
Liz,PIG,PIG++,ASL_2008_02_15,38,3220,3252
Brady,PIG,PIG,ASL_2011_07_19_Brady,32,3246,3278
Tyler,DISAGREE,DISAGREE,ASL_2008_05_12b,17,2982,3002
Liz,THINK+OPPOSITE,THINK+OPPOSITE,ASL_2008_01_18,19,215,265
Naomi,THINK+OPPOSITE,THINK+OPPOSITE,ASL_2008_08_06,18,2589,2607
Brady,THINK+OPPOSITE,THINK+OPPOSITE,ASL_2011_06_14_Brady,5,2126,2146
Lana,THINK+OPPOSITE,THINK+OPPOSITE,ASL_2006_10_10,7,1423,1452
Dana,THINK+OPPOSITE,THINK+OPPOSITE,ASL_2007_05_24,11,1492,1540
Liz,DISAPPEAR,DISAPPEAR,ASL_2008_01_18,19,435,455
Tyler,DISAPPEAR,DISAPPEAR,ASL_2008_05_12b,18,247,277
Naomi,DISAPPEAR,DISAPPEAR,ASL_2008_08_06,19,180,205
Brady,DISAPPEAR,DISAPPEAR,ASL_2011_06_08_Brady,35,3461,3483
Lana,DISAPPEAR,DISAPPEAR,ASL_2006_10_10,7,1567,1580
Liz,POP-UP,POP-UP,ASL_2008_01_11,16,635,665
Tyler,POP-UP,POP-UP,ASL_2008_05_12a,12,1715,1745
Naomi,POP-UP,POP-UP,ASL_2008_08_04,12,975,1000
Brady,POP-UP,POP-UP,ASL_2011_06_08_Brady,12,5880,5898
Liz,ESCAPE,ESCAPE,ASL_2008_01_18,33,700,720
Tyler,ESCAPE,ESCAPE,ASL_2008_05_29a,13,1571,1595
Naomi,ESCAPE,ESCAPE,ASL_2008_08_06,33,455,472
Brady,ESCAPE,ESCAPE,ASL_2011_06_14_Brady,12,8015,8033
Liz,DISAPPOINT,DISAPPOINT,ASL_2008_01_18,19,632,670
Liz,DISAPPOINT,DISAPPOINT,ASL_2008_02_15,6,4488,4535
Tyler,DISAPPOINT,DISAPPOINT,ASL_2008_05_12b,18,450,487
Tyler,DISAPPOINT,DISAPPOINT,ASL_2008_06_10,16,2385,2412
Naomi,DISAPPOINT,DISAPPOINT,ASL_2008_08_06,19,520,542
Brady,DISAPPOINT,DISAPPOINT,ASL_2011_06_08_Brady,35,3695,3724
Brady,DISAPPOINT,DISAPPOINT,ASL_2011_06_14_Brady,18,5272,5297
Brady,DISAPPOINT,DISAPPOINT,ASL_2011_07_19_Brady,3,2589,2612
Lana,DISAPPOINT,DISAPPOINT,ASL_2006_10_10,18,2428,2433
Dana,DISAPPOINT,DISAPPOINT,ASL_2007_05_24,20,2386,2421
Liz,SERIOUS,SERIOUS,ASL_2008_02_29,39,2255,2295
Brady,SERIOUS,SERIOUS,ASL_2011_07_19_Brady,92,155,179
Liz,CHIN,CHIN,ASL_2008_01_11,75,255,275
Naomi,CHIN,CHIN,ASL_2008_08_04,47,1950,1977
Brady,CHIN,CHIN,ASL_2011_06_08_Brady,27,8721,8745
Tyler,CHIN,CHIN_2,ASL_2008_05_12a,45,2050,2100
Liz,BITTER,BITTER,ASL_2010_08_10_Liz_additional_lexicon_signs,24,2185,2245
Brady,BITTER,BITTER,ASL_2011_06_08_Brady,21,8881,8908
Liz,DISCIPLINE,DISCIPLINE,ASL_2008_01_18,19,880,925
Naomi,DISCIPLINE,DISCIPLINE,ASL_2008_08_06,19,1100,1130
Tyler,DISCIPLINE,(nd-1)DISCIPLINE++,ASL_2008_05_12b,18,750,791
Brady,DISCIPLINE,(nd-1)DISCIPLINE,ASL_2011_06_08_Brady,35,3900,3926
Liz,DISGUST,DISGUST+,ASL_2008_01_18,19,2065,2150
Liz,DISGUST,DISGUST+,ASL_2008_02_29,31,1084,1175
Tyler,DISGUST,DISGUST++,ASL_2008_05_12b,18,1985,2036
Naomi,DISGUST,DISGUST+,ASL_2008_08_06,19,2345,2380
Brady,DISGUST,DISGUST++,ASL_2011_06_08_Brady,35,5269,5335
Brady,DISGUST,DISGUST+,ASL_2011_07_19_Brady,82,1406,1468
Liz,EXCUSE,EXCUSE,ASL_2008_01_18,35,2310,2340
Liz,EXCUSE,EXCUSE,ASL_2008_01_18,36,287,332
Liz,EXCUSE,EXCUSE,ASL_2008_01_18,47,2370,2420
Liz,EXCUSE,EXCUSE,ASL_2008_01_18,48,160,200
Tyler,EXCUSE,EXCUSE,ASL_2008_05_29a,15,2920,2957
Tyler,EXCUSE,EXCUSE,ASL_2008_05_29a,15,3210,3236
Naomi,EXCUSE,EXCUSE,ASL_2008_08_06,35,2080,2101
Naomi,EXCUSE,EXCUSE,ASL_2008_08_06,35,2345,2372
Naomi,EXCUSE,EXCUSE,ASL_2008_08_06,47,2685,2715
Naomi,EXCUSE,EXCUSE,ASL_2008_08_06,47,2975,3010
Brady,EXCUSE,EXCUSE,ASL_2011_06_08_Brady,36,2175,2195
Brady,EXCUSE,EXCUSE,ASL_2011_06_14_Brady,14,4180,4202
Brady,EXCUSE,EXCUSE,ASL_2011_06_14_Brady,21,7561,7588
Brady,EXCUSE,EXCUSE,ASL_2011_06_14_Brady,21,7810,7836
Lana,EXCUSE,EXCUSE,ASL_2006_10_10,9,482,513
Dana,EXCUSE,EXCUSE,ASL_2007_05_24,13,479,542
Liz,DISMISS,DISMISS,ASL_2008_01_18,19,2267,2295
Liz,DISMISS,DISMISS,ASL_2008_02_01,44,2197,2240
Tyler,DISMISS,DISMISS,ASL_2008_05_12b,18,2320,2346
Tyler,DISMISS,DISMISS,ASL_2008_05_29a,27,2575,2605
Tyler,DISMISS,DISMISS,ASL_2008_05_29b,17,2241,2267
Naomi,DISMISS,DISMISS,ASL_2008_08_06,19,2581,2615
Naomi,DISMISS,DISMISS,ASL_2008_08_13,37,4347,4377
Brady,DISMISS,DISMISS,ASL_2011_06_14_Brady,47,2986,3003
Dana,DISMISS,DISMISS,ASL_2007_05_24,18,2484,2516
Liz,PROTEST,PROTEST,ASL_2008_01_18,20,382,412
Liz,PROTEST,PROTEST,ASL_2008_02_29,49,1877,1930
Tyler,PROTEST,PROTEST,ASL_2008_05_12b,18,2632,2665
Naomi,PROTEST,PROTEST,ASL_2008_08_06,19,2955,2975
Brady,PROTEST,PROTEST,ASL_2011_06_08_Brady,36,2461,2480
Brady,PROTEST,PROTEST,ASL_2011_07_19_Brady,100,3147,3167
Liz,DISTRIBUTE,DISTRIBUTE,ASL_2008_01_18,20,565,586
Naomi,DISTRIBUTE,DISTRIBUTE,ASL_2008_08_06,20,151,180
Brady,DISTRIBUTE,DISTRIBUTE,ASL_2011_06_08_Brady,36,2755,2780
Liz,DIVE,DIVE,ASL_2008_01_18,20,1321,1355
Tyler,DIVE,DIVE,ASL_2008_05_12b,19,1205,1240
Brady,DIVE,DIVE,ASL_2011_06_08_Brady,36,3847,3871
Naomi,DIVE,DIVE_2,ASL_2008_08_06,20,1050,1080
Liz,DIVE-OFF-BOARD,DIVE-OFF-BOARD,ASL_2008_01_18,20,1551,1596
Tyler,DIVE-OFF-BOARD,DIVE-OFF-BOARD,ASL_2008_05_12b,19,1445,1481
Naomi,DIVE-OFF-BOARD,DIVE-OFF-BOARD,ASL_2008_08_06,20,1295,1325
